name,info,description,url
PHYSIOL 306. Problems,"Consent of instructor required. PHYSIOL 201. (1 - 4). (BS). (INDEPENDENT). May be repeated for a maximum of 8 credits. F, W, Sp/Su, Sp, Su.",,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=PHYSIOL&catalog=306', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=PHYSIOL&catalog=306', 'SU 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2300&cgtype=ug&show=20&department=PHYSIOL&catalog=306', 'SS 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2290&cgtype=ug&show=20&department=PHYSIOL&catalog=306', 'SP 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2280&cgtype=ug&show=20&department=PHYSIOL&catalog=306', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=PHYSIOL&catalog=306', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=PHYSIOL&catalog=306', 'SU 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2250&cgtype=ug&show=20&department=PHYSIOL&catalog=306', 'SS 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2240&cgtype=ug&show=20&department=PHYSIOL&catalog=306', 'SP 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2230&cgtype=ug&show=20&department=PHYSIOL&catalog=306', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=PHYSIOL&catalog=306', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=PHYSIOL&catalog=306']"
PHYSIOL 405. Research Problems,"Consent of instructor required. (1 - 4; 1 - 2 in the half-term). (INDEPENDENT). May be repeated for a maximum of 8 credits. F, W, Sp/Su, Sp, Su.",,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=PHYSIOL&catalog=405', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=PHYSIOL&catalog=405', 'SU 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2300&cgtype=ug&show=20&department=PHYSIOL&catalog=405', 'SS 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2290&cgtype=ug&show=20&department=PHYSIOL&catalog=405', 'SP 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2280&cgtype=ug&show=20&department=PHYSIOL&catalog=405', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=PHYSIOL&catalog=405', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=PHYSIOL&catalog=405', 'SU 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2250&cgtype=ug&show=20&department=PHYSIOL&catalog=405', 'SS 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2240&cgtype=ug&show=20&department=PHYSIOL&catalog=405', 'SP 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2230&cgtype=ug&show=20&department=PHYSIOL&catalog=405', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=PHYSIOL&catalog=405', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=PHYSIOL&catalog=405']"
PHYSIOL 502. Human Physiology,Introduction to biology and biochemistry. (4). (BS). May not be repeated for credit.,,"['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=PHYSIOL&catalog=502', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=PHYSIOL&catalog=502', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=PHYSIOL&catalog=502']"
PHYSIOL 541 / ANATOMY 541 / PSYCH 532. Mammalian Reproductive Physiology,PHYSIOL 201 or PHYSIOL 502 or BIOL 225. (4). (BS). May not be repeated for credit. W.,"An introduction to the mammalian reproductive physiology for PhD, MS, and senior undergraduate students who are considering a career in the biomedical sciences.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=PHYSIOL&catalog=541', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=PHYSIOL&catalog=541', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=PHYSIOL&catalog=541']"
PHYSIOL 576. Signal Transduction,Two terms of organic chemistry; BIOLCHEM 415 or 451/452. Physical Chemistry is strongly recommended. (1). (BS). May not be repeated for credit. F.,A review of hormones and neurotransmitter receptors as well as the cellular effectors that are regulated by receptor activation.  Oncogene products as signal transducers and the interaction of the known signaling pathways are also covered.  The various techniques used to study signal transduction as well as important experimental strategies employing these techniques will also be presented.,"['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=PHYSIOL&catalog=576', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=PHYSIOL&catalog=576', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=PHYSIOL&catalog=576']"
POLISH 121. First-Year Polish,(4). May not be repeated for credit. May not be repeated for credit. No credit granted to those who have completed or are enrolled in POLISH 123. F.,Introductory course presenting basic grammatical information and vocabulary. Course is geared toward active language use through oral drills and conversational practice.  Conversations and discussions include a cultural component to familiarize students with both Polish language and culture.,"['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLISH&catalog=121', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLISH&catalog=121', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLISH&catalog=121']"
POLISH 122. First-Year Polish,POLISH 121. (4). May not be repeated for credit. May not be repeated for credit. No credit granted to those who have completed or are enrolled in POLISH 123. W.,"A continuation of POLISH 121, First-Year Polish aims at establishing reading, writing, listening, and speaking skills. The primary focus is explaining grammar, reading, building vocabulary, and engaging in guided conversation. In addition to learning the language, students are introduced to Polish literature and culture through translation, music, and video presentations.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=POLISH&catalog=122', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=POLISH&catalog=122', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLISH&catalog=122']"
POLISH 214 / REEES 214. Rock Poetry and Political Protest in Poland,(3). (HU). May not be repeated for credit.,"An introduction to Polish history and culture through a detailed analysis of jazz, cabaret, rock, and punk music texts and performance styles and strategies. The course introduces students to rhetorical and contextual reading of verbal and non-verbal texts. It places Polish culture in the larger Central European context.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLISH&catalog=214', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLISH&catalog=214', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLISH&catalog=214']"
POLISH 215. Heart of Europe: Poland Today,(3). (HU). May not be repeated for credit.,"An introduction to contemporary Polish life in all its aspects with particular emphasis on the interaction between tradition and progress in the ongoing construction of ""collective psyche."" A detailed analysis of current Polish discourse on ethnic, religious, sexual and gender issues in a global context.",[]
POLISH 221. Second-Year Polish,POLISH 122. (4). May not be repeated for credit. May not be repeated for credit. F.,"Reading, conversation, and composition.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLISH&catalog=221', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLISH&catalog=221', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLISH&catalog=221']"
POLISH 222. Second-Year Polish,POLISH 221. (4). (Lang Req). May not be repeated for credit. May not be repeated for credit. W.,"Reading, conversation, and composition.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=POLISH&catalog=222', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=POLISH&catalog=222', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLISH&catalog=222']"
POLISH 314 / FTVM 314. Polish Cinema,(3). (HU). May not be repeated for credit.,"Course covers Polish cinema from WWII to the present, tracing the development of film styles in the context of the historical, political, and cultural features of Polish society, with focus on the use of realist norms, intricate symbolism, and absurdist allegory to critique the loss of civic values under Communism.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=POLISH&catalog=314', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLISH&catalog=314', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=POLISH&catalog=314']"
POLISH 321. Third-Year Polish,POLISH 222. (3). May not be repeated for credit. May not be repeated for credit. F.,"The course builds on the knowledge of Polish acquired during the first and second years. Equal emphasis will be laid on the development of reading, writing, and speaking skills. Considerable attention will be given to special points of grammar and syntax. Aural comprehension will be enhanced through the use of videotaped films in the Language Laboratory.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLISH&catalog=321', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLISH&catalog=321', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLISH&catalog=321']"
POLISH 322. Third-Year Polish,POLISH 321. (3). May not be repeated for credit. May not be repeated for credit. W.,"The course builds on the knowledge of Polish acquired during the first and second years. Equal emphasis will be laid on the development of reading, writing, and speaking skills. Considerable attention will be given to special points of grammar and syntax. Aural comprehension will be enhanced through the use of videotaped films in the Language Laboratory.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=POLISH&catalog=322', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=POLISH&catalog=322', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLISH&catalog=322']"
POLISH 324 / MEMS 324. Polish Literature from the Middle Ages to 1795: God's Playground,(3). (HU). May not be repeated for credit. No credit granted to those who have completed or are enrolled in POLISH 524.,"This course traces the rise of Polish literary culture alongside dramatic developments in the visual arts, politics, and the sciences. We pay particular attention to how worldviews are reflected in and altered through literary texts. Major authors include Jan Kochanowski, Jan Andrzej Morsztyn, Ignacy Krasicki, and others.",[]
POLISH 325. Polish Literature in the Nineteenth Century: Reading the Stateless Nation,(3). (HU). May not be repeated for credit. No credit granted to those who have completed or are enrolled in POLISH 525.,"This course considers how Polish culture?s response to statelessness, solidified with the country's Third Partition in 1795, evolved throughout a turbulent nineteenth century. Texts include works by Adam Mickiewicz, Juliusz Slowacki, Boleslaw Prus, Henryk Sienkiewicz, and others.",['FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLISH&catalog=325']
POLISH 326. Polish Literature in English: 1890 to Present,(3). (HU). May not be repeated for credit. No credit granted to those who have completed or are enrolled in POLISH 526.,"This is a continuation of POLISH 325, although there is no prerequisite. The course covers the period from 1890 until the present. It surveys the development of Polish authors and major literary movements. Individual critical analyses of texts required. A knowledge of Polish is NOT required. All reading in English translation.",['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLISH&catalog=326']
POLISH 331 / HISTORY 331. Poland in the Modern World,(4; 3 in the half-term). (HU). (R&E). May not be repeated for credit.,"The history of Poland from the restoration of independence in 1918 until the present day, including coverage of the Nazi occupation during WWII, the four decades of communism, and the path towards integration with Europe after 1989.","['WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=POLISH&catalog=331', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLISH&catalog=331']"
POLISH 357. Polish Drama in Context,(3). (HU). May not be repeated for credit.,"This course examines the theater's role in reflecting and shaping Poland's turbulent, fascinating history. It features a genre-based exploration of the prominent role that theater and dramatic texts continue to play in Polish society. No knowledge of Polish is required.",[]
POLISH 421. Fourth-Year Polish I,POLISH 322. (3). May not be repeated for credit. May not be repeated for credit.,This course aims at developing both reading and spelling fluency by building idiomatic skills and studying culture as reflected in linguistic patterns and grammatical structures. Readings of specialized texts selected according to student's academic and professional interests.,"['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLISH&catalog=421', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLISH&catalog=421', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLISH&catalog=421']"
POLISH 422. Fourth-Year Polish II,POLISH 421. (3). May not be repeated for credit. May not be repeated for credit.,This course aims at developing both reading and spelling fluency by building idiomatic skills and studying culture as reflected in linguistic patterns and grammatical structures. Readings of specialized texts selected according to student's academic and professional interests.,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=POLISH&catalog=422', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLISH&catalog=422']"
POLISH 450. Directed Polish Reading,Consent of instructor required. POLISH 325 and/or 326 and reading knowledge of Polish. (1 - 4). (INDEPENDENT). May be repeated for a maximum of 8 credits.,Extensive reading of Polish texts in various fields. All reading done in the Polish original.,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=POLISH&catalog=450', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLISH&catalog=450', 'SU 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2300&cgtype=ug&show=20&department=POLISH&catalog=450', 'SP 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2280&cgtype=ug&show=20&department=POLISH&catalog=450', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=POLISH&catalog=450', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLISH&catalog=450', 'SU 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2250&cgtype=ug&show=20&department=POLISH&catalog=450', 'SP 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2230&cgtype=ug&show=20&department=POLISH&catalog=450', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLISH&catalog=450', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLISH&catalog=450']"
POLISH 491. Senior Honors Course,"Consent of instructor required. Approval of departmental Honors Committee. (3). May not be repeated for credit. Credit is granted for a combined total of six credits of POLISH 491 and 492. Continuing Course. Y grade can be reported at end of the first-term to indicate work in progress. At the end of the second term, the final grade is posted for both term's elections.","This course is the first half of the Honors course.  Students begin work on a thesis of fifty to one hundred pages on a topic in literary, cultural, or linguistic studies, producing a first draft of a portion of the thesis.","['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLISH&catalog=491', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLISH&catalog=491', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLISH&catalog=491']"
POLISH 492. Senior Honors Course,Consent of instructor required. Approval of departmental Honors Committee. (3). May be repeated for a maximum of 6 credits. Credit is granted for a combined total of six credits of POLISH 491 and 492.,"This course is the second half of the yearlong Honors course during which the student produces a draft of a thesis of fifty to one hundred pages on a topic in literary or linguistic studies. In consultation with a thesis supervisor and the Honors advisor, the student writes the final version of the thesis.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=POLISH&catalog=492', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=POLISH&catalog=492', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLISH&catalog=492']"
POLSCI 101. Introduction to Political Theory,"Primarily for first and second year students. (4). (SS). May not be repeated for credit. F, W, Sp.","Inquiry into our assumptions about politics and the words we use to  express them. Persistent political questions, such as the nature of power, authority, freedom, and justice, will be discussed in classic and modern contexts.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=POLSCI&catalog=101', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLSCI&catalog=101', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=POLSCI&catalog=101', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLSCI&catalog=101', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLSCI&catalog=101', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLSCI&catalog=101']"
POLSCI 111. Introduction to American Politics,Primarily for first and second year students. (4). (SS). May not be repeated for credit.,,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=POLSCI&catalog=111', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLSCI&catalog=111', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=POLSCI&catalog=111', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLSCI&catalog=111', 'SU 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2250&cgtype=ug&show=20&department=POLSCI&catalog=111', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLSCI&catalog=111', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLSCI&catalog=111']"
POLSCI 140. Introduction to Comparative Politics,"Primarily for first- and second-year students. (4). (SS). May not be repeated for credit. F, W.",,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=POLSCI&catalog=140', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLSCI&catalog=140', 'SU 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2300&cgtype=ug&show=20&department=POLSCI&catalog=140', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=POLSCI&catalog=140', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLSCI&catalog=140', 'SU 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2250&cgtype=ug&show=20&department=POLSCI&catalog=140', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLSCI&catalog=140', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLSCI&catalog=140']"
POLSCI 160. Introduction to World Politics,"(4). (SS). May not be repeated for credit. F, W, Su.",,"['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=POLSCI&catalog=160', 'FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLSCI&catalog=160', 'SP 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2280&cgtype=ug&show=20&department=POLSCI&catalog=160', 'WN 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2270&cgtype=ug&show=20&department=POLSCI&catalog=160', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLSCI&catalog=160', 'SP 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2230&cgtype=ug&show=20&department=POLSCI&catalog=160', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLSCI&catalog=160', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLSCI&catalog=160']"
POLSCI 190. First-Year Seminar in Political Science,"Enrollment restricted to first-year students, including those with sophomore standing. (3). (SS). May not be repeated for credit.","This course is designed to introduce first-year students to political science topics in a seminar format.  The content varies, depending on the instructor.","['WN 2021 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2320&cgtype=ug&show=20&department=POLSCI&catalog=190', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLSCI&catalog=190', 'WN 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2220&cgtype=ug&show=20&department=POLSCI&catalog=190', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLSCI&catalog=190']"
POLSCI 195. Special Topics Mini Course,Consent of department required. (1 - 2). May be elected twice for credit.,A mini course focused on a specific topic in political science.,['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLSCI&catalog=195']
POLSCI 230. Honors Core in Political Science,Consent of department required. (4). (SS). May be elected twice for credit. May be elected more than once in the same term.,"As part of the Honors Core Curriculum, this course introduces Honors students to the fields, questions and meta-questions, and methodologies of the Social Sciences; in this case, Political Science. The course uses both contemporary technology and time-honored methodologies to examine theoretical concepts, problems, and case studies; the course uses a variety of formats and strategies.",[]
POLSCI 240. Honors Core Writing in Political Science,Consent of department required. (4). (SS). (FYWR). May be elected twice for credit. May be elected more than once in the same term.,"As part of the Honors Core Curriculum, this course introduces Honors students to the fields, questions and meta-questions, and methodologies of the Social Sciences; in this case, Political Science. The course uses both contemporary technology and time-honored methodologies to examine theoretical concepts, problems, and case studies; the course uses a variety of formats and strategies.",[]
POLSCI 299. Directed Undergraduate Internship in Political Science,Consent of department required. Declared political science concentrator. (1). (EXPERIENTIAL). May be elected twice for credit. Offered mandatory credit/no credit.,This course allows political science concentrators under the direction of faculty supervision to receive credit for a full-time internship of a least 8 weeks or the equivalent in part-time work (at least 320 hours).  The goal of an approved job or internship is to enrich student's academic experience and/or allows them to explore related careers related.  Credit MAY NOT be used to satisfy elective credits for the concentration.,"['FA 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2310&cgtype=ug&show=20&department=POLSCI&catalog=299', 'SU 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2300&cgtype=ug&show=20&department=POLSCI&catalog=299', 'SS 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2290&cgtype=ug&show=20&department=POLSCI&catalog=299', 'SP 2020 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2280&cgtype=ug&show=20&department=POLSCI&catalog=299', 'FA 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2260&cgtype=ug&show=20&department=POLSCI&catalog=299', 'SU 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2250&cgtype=ug&show=20&department=POLSCI&catalog=299', 'SS 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2240&cgtype=ug&show=20&department=POLSCI&catalog=299', 'SP 2019 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2230&cgtype=ug&show=20&department=POLSCI&catalog=299', 'FA 2018 - http://www.lsa.umich.edu/cg/cg_results.aspx?termArray=x_xx_2210&cgtype=ug&show=20&department=POLSCI&catalog=299']"
